(business1)
%/NN	TF: 8
congress/NNP	TF: 1
consultation/NN	TF: 1
consulted/VBN	TF: 2
country/NN	TF: 1
course/NN	TF: 1
cut/VB	TF: 1
dave/NNP	TF: 1
day/NN	TF: 1
deal/NN	TF: 1
declined/VBD	TF: 1
did/VBD	TF: 1
discussing/VBG	TF: 1
eightieth/NN	TF: 1
election/NN	TF: 1
europe/NNP	TF: 1
expected/VBN	TF: 1
face/VB	TF: 1
fire/NNP	TF: 1
firefighters/NNS	TF: 1
get/VB	TF: 1
get/VBP	TF: 1
getting/VBG	TF: 1
go/VB	TF: 1
going/VBG	TF: 1
government/NN	TF: 7
had/VBD	TF: 1
had/VBN	TF: 1
has/VBZ	TF: 1
have/VBP	TF: 2
health/NN	TF: 1
hoped/VBD	TF: 1
hypocrisy/NN	TF: 1
include/VBP	TF: 1
is/VBZ	TF: 9
issue/NN	TF: 1
judges/NNS	TF: 1
lead-up/NN	TF: 1
lead/VB	TF: 1
leaders/NNS	TF: 1
let/VB	TF: 1
level/NN	TF: 1
living/VBG	TF: 1
look/VB	TF: 1
made/VBN	TF: 1
maintain/VB	TF: 1
make/VB	TF: 1
mark/NNP	TF: 1
mass/NN	TF: 1
may/NNP	TF: 1
mean/VB	TF: 2
measures/NNS	TF: 1
members/NNS	TF: 1
millions/NNS	TF: 2
minister/NN	TF: 1
ministers/NNS	TF: 2
moment/NN	TF: 1
monday/NNP	TF: 2
mps/NNP	TF: 2
mr/NNP	TF: 1
need/VBP	TF: 1
nhs/NNP	TF: 1
office/NNP	TF: 2
officer/NN	TF: 1
oppose/VB	TF: 1
overhaul/NN	TF: 1
paper/NNP	TF: 1
paul/NNP	TF: 1
pay/NN	TF: 1
pay/VB	TF: 1
pension/NN	TF: 9
pension/NNP	TF: 1
pensions/NNS	TF: 7
people/NNS	TF: 1
planning/VBG	TF: 1
plans/NNS	TF: 5
position/NN	TF: 1
prentis/NNP	TF: 2
process/NN	TF: 2
prompting/VBG	TF: 1
proposals/NNS	TF: 1
proposed/VBN	TF: 2
provisions/NNS	TF: 1
public/NN	TF: 1
public/NNP	TF: 2
raising/VBG	TF: 1
remain/VB	TF: 1
representing/VBG	TF: 1
rethink/NN	TF: 1
retirement/NN	TF: 2
reviewing/VBG	TF: 2
riles/VBZ	TF: 1
rise/VB	TF: 1
said/VBD	TF: 8
salary/NN	TF: 2
say/VB	TF: 1
say/VBP	TF: 1
says/VBZ	TF: 1
scheme/NN	TF: 3
scheme/NNP	TF: 1
schemes/NNS	TF: 1
scrap/VBP	TF: 1
secretary/NN	TF: 1
sector/NN	TF: 3
servants/NNS	TF: 1
served/VBD	TF: 1
service/NN	TF: 3
service/NNP	TF: 1
services/NNP	TF: 1
serwotka/NNP	TF: 1
spokesman/NN	TF: 1
staff/NN	TF: 1
statement/NN	TF: 1
strike/NN	TF: 4
strike/VB	TF: 1
sunday/NNP	TF: 1
system/NN	TF: 1
taken/VBN	TF: 1
talks/NNS	TF: 1
thought/VBN	TF: 1
threat/NN	TF: 2
threaten/VB	TF: 1
thursday/NNP	TF: 1
tony/NNP	TF: 1
trades/NNP	TF: 1
union/NN	TF: 2
union/NNP	TF: 2
unions/NNP	TF: 1
unions/NNS	TF: 4
unison/NNP	TF: 3
united/VBN	TF: 1
voted/VBD	TF: 1
wait/NN	TF: 1
want/VB	TF: 1
was/VBD	TF: 3
woolstenholmes/NNP	TF: 1
work/VB	TF: 1
workers/NNS	TF: 6
working/VBG	TF: 1
year/NN	TF: 2
years/NNS	TF: 1


(politics43)
%/NN	TF: 7
a/NNP	TF: 1
address/VBP	TF: 1
adults/NNS	TF: 1
afford/VB	TF: 1
age/NNP	TF: 2
aged/VBD	TF: 1
aged/VBN	TF: 1
ageing/NN	TF: 1
ageism/NN	TF: 1
are/VBP	TF: 1
area/NN	TF: 1
areas/NNS	TF: 1
attract/VB	TF: 1
be/VB	TF: 3
blow/NN	TF: 1
boost/VB	TF: 1
build/VB	TF: 1
called/VBD	TF: 1
carried/VBD	TF: 1
charity/NN	TF: 1
charity/NNP	TF: 1
combat/VB	TF: 1
coming/VBG	TF: 1
commitments/NNS	TF: 1
compared/VBN	TF: 2
concern/NNP	TF: 2
concerns/NNS	TF: 1
demands/NNS	TF: 1
difference/NN	TF: 1
economy/NN	TF: 1
election/NN	TF: 4
elections/NNS	TF: 1
fact/NN	TF: 1
focus/VB	TF: 1
gordon/NNP	TF: 1
government/NN	TF: 2
granted/VBN	TF: 1
icm/NNP	TF: 1
interviewed/VBN	TF: 1
issues/NNS	TF: 1
keep/VB	TF: 1
lishman/NNP	TF: 3
lives/NNS	TF: 1
make/VB	TF: 1
measures/NNS	TF: 1
mr/NNP	TF: 2
nhs/NNP	TF: 1
olds/NNS	TF: 1
over-55s/NN	TF: 1
parties/NNS	TF: 3
pension/NN	TF: 1
pensions/NNS	TF: 1
people/NNS	TF: 4
policy/NN	TF: 1
relied/VBN	TF: 1
research/NNP	TF: 1
said/VBD	TF: 4
say/VBP	TF: 1
says/VBZ	TF: 2
see/VB	TF: 1
services/NNS	TF: 1
society/NN	TF: 1
state/NN	TF: 1
struck/VBN	TF: 1
study/NN	TF: 1
suggests/VBZ	TF: 1
support/VB	TF: 1
survey/NN	TF: 2
take/VB	TF: 1
tax/NN	TF: 1
total/NN	TF: 1
turn/VB	TF: 1
uk/NNP	TF: 1
urged/VBD	TF: 1
vote/NN	TF: 2
vote/VB	TF: 1
vote/VBP	TF: 1
voted/VBD	TF: 1
voters/NNS	TF: 2
wake/VB	TF: 1
want/VBP	TF: 2
warned/VBD	TF: 1
was/VBD	TF: 3
were/VBD	TF: 2
year/NN	TF: 1


(politics44)
%/NN	TF: 1
accounts/NNPS	TF: 1
aides/NNS	TF: 2
answer/VB	TF: 1
appear/VB	TF: 2
are/VBP	TF: 3
bbc/NNP	TF: 1
be/VB	TF: 3
been/VBN	TF: 1
bodies/NNS	TF: 1
bowles/NNP	TF: 1
camilla/NNP	TF: 1
charles/NNP	TF: 3
civil/NNP	TF: 1
committee/NN	TF: 1
committee/NNP	TF: 1
commons/NNP	TF: 1
cornwall/NNP	TF: 3
correspondent/NN	TF: 1
cost/NN	TF: 1
counties/NNS	TF: 1
covers/VBZ	TF: 1
departments/NNS	TF: 1
did/VBD	TF: 1
duchy/NN	TF: 1
duchy/NNP	TF: 6
edward/NNP	TF: 1
estate/NN	TF: 1
generated/VBD	TF: 1
generating/VBG	TF: 2
government/NN	TF: 1
grants-in-aid/NN	TF: 1
harry/NNP	TF: 1
has/VBZ	TF: 2
heirs/NNS	TF: 1
hunt/NNP	TF: 1
iii/NNP	TF: 1
includes/VBZ	TF: 1
income/NN	TF: 6
is/VBZ	TF: 2
king/VBG	TF: 1
lancaster/NNP	TF: 2
life/NN	TF: 1
list/NNP	TF: 1
monday/NNP	TF: 1
money/NN	TF: 3
mps/NNP	TF: 2
offices/NNS	TF: 1
officials/NNS	TF: 2
paid/VBN	TF: 1
parker/NNP	TF: 1
peter/NNP	TF: 1
prince/NN	TF: 2
prince/NNP	TF: 4
properties/NNS	TF: 1
provide/VB	TF: 1
provides/VBZ	TF: 2
public/NNP	TF: 1
queen/NNP	TF: 2
questioned/VBN	TF: 2
quiz/NN	TF: 1
receive/VB	TF: 1
receive/VBP	TF: 1
reported/VBN	TF: 1
said/VBD	TF: 1
senior/NNP	TF: 1
set/VBN	TF: 1
shares/NNS	TF: 1
shops/NNS	TF: 1
spending/NN	TF: 1
spent/VBN	TF: 1
stocks/NNS	TF: 1
tax/NN	TF: 1
taxpayers/NNS	TF: 1
throne/NN	TF: 1
wales/NNP	TF: 2
was/VBD	TF: 1
william/NNP	TF: 1
year/NN	TF: 1
£12m/NNP	TF: 1
£4m/NN	TF: 1


(politics45)
'cleared/VBD	TF: 1
'm/VBP	TF: 2
advice/NN	TF: 2
advised/VBN	TF: 2
airport/NNP	TF: 1
allegations/NNS	TF: 1
are/VBP	TF: 2
arise/NN	TF: 1
avoid/VB	TF: 1
bbc/NNP	TF: 1
be/VB	TF: 1
been/VBN	TF: 4
campbell/NNP	TF: 1
case/NN	TF: 1
changed/VBN	TF: 1
claims/VBZ	TF: 1
clarify/VB	TF: 1
cleared/VBN	TF: 1
client/NN	TF: 1
committee/NN	TF: 1
complaint/NN	TF: 1
conflict/NN	TF: 4
conflicts/NNS	TF: 1
conservative/NNP	TF: 1
correspondent/NN	TF: 1
david/NNP	TF: 1
declare/VB	TF: 1
deserve/VBP	TF: 1
details/NNS	TF: 1
development/NN	TF: 1
discuss/VB	TF: 1
do/VBP	TF: 1
done/VBN	TF: 2
earns/VBZ	TF: 1
edinburgh/NNP	TF: 2
emerged/VBD	TF: 1
exercise/VB	TF: 1
expansion/NN	TF: 1
firm/NN	TF: 3
given/VBN	TF: 1
glenn/NNP	TF: 2
guard/VB	TF: 1
guidance/NN	TF: 1
had/VBD	TF: 3
has/VBZ	TF: 5
have/VB	TF: 1
have/VBP	TF: 2
holyrood/NNP	TF: 1
interest/NN	TF: 2
interests/NNS	TF: 1
is/VBZ	TF: 1
judgement/NN	TF: 2
law/NN	TF: 2
lawyer/NN	TF: 1
leader/NN	TF: 2
limits/NNS	TF: 1
look/VBP	TF: 1
made/VBN	TF: 1
matter/NN	TF: 1
mcletchie/NNP	TF: 7
motion/NN	TF: 1
mr/NNP	TF: 6
msp/NNP	TF: 2
msps/NNP	TF: 1
murray/NNP	TF: 3
needs/VBZ	TF: 1
nothing/NN	TF: 2
officials/NNS	TF: 1
opposes/VBZ	TF: 1
partner/NN	TF: 1
partners/NNS	TF: 1
party/NNP	TF: 1
perception/NN	TF: 2
plans/NNS	TF: 1
politician/NN	TF: 1
position/NN	TF: 1
put/VB	TF: 1
questioning/VBG	TF: 1
questions/NNS	TF: 1
raised/VBN	TF: 1
relationship/NN	TF: 1
respect/NN	TF: 1
retire/VB	TF: 1
role/NN	TF: 1
said/VBD	TF: 7
scotland/NNP	TF: 1
scottish/NNP	TF: 1
signed/VBD	TF: 1
sought/VBD	TF: 1
standards/NNS	TF: 1
suppose/VB	TF: 1
taken/VBN	TF: 1
time/NN	TF: 1
tods/NNP	TF: 3
took/VBD	TF: 1
vindicated/VBN	TF: 1
was/VBD	TF: 2
were/VBD	TF: 1
work/NN	TF: 1
working/NN	TF: 1
working/VBG	TF: 1
year/NN	TF: 1
years/NNS	TF: 1
£30,000/VB	TF: 1


(politics46)
abused/VBD	TF: 1
access/NN	TF: 1
action/NN	TF: 1
admitted/VBN	TF: 1
affect/VB	TF: 1
agree/VB	TF: 1
alan/NNP	TF: 1
alleged/VBN	TF: 1
answer/VB	TF: 1
apologised/VBN	TF: 1
application/NN	TF: 1
are/VBP	TF: 1
battle/NN	TF: 1
be/VB	TF: 2
being/VBG	TF: 3
bid/NN	TF: 1
biography/NN	TF: 1
blair/NNP	TF: 5
blunkett/NNP	TF: 8
budd/NNP	TF: 1
cabinet/NNP	TF: 1
casalme/NNP	TF: 1
chancellor/NN	TF: 1
class/NN	TF: 1
colleagues/NNS	TF: 1
comment/VB	TF: 1
comments/NNS	TF: 2
committee/NNP	TF: 1
commons/NNPS	TF: 2
complained/VBN	TF: 1
conduct/NN	TF: 1
constituencies/NNS	TF: 1
court/NNP	TF: 2
criticisms/NNS	TF: 1
culture/NN	TF: 1
david/NNP	TF: 1
decision/NN	TF: 1
declined/VBD	TF: 1
developed/VBN	TF: 1
did/VBD	TF: 1
does/VBZ	TF: 3
doubt/NN	TF: 1
downing/NNP	TF: 1
education/NN	TF: 1
establish/VB	TF: 1
ex-lover/NN	TF: 1
expected/VBN	TF: 1
fast-track/VB	TF: 1
get/VBP	TF: 1
give/VB	TF: 2
given/VBN	TF: 1
government/NN	TF: 1
group/NN	TF: 1
had/VBD	TF: 3
has/VBZ	TF: 5
have/VB	TF: 2
help/VB	TF: 1
helped/VBD	TF: 1
high/NNP	TF: 1
home/NN	TF: 3
home/NNP	TF: 2
house/NNP	TF: 1
howard/NNP	TF: 2
improving/VBG	TF: 1
inherited/VBN	TF: 1
inquiry/NN	TF: 3
investigated/VBN	TF: 1
investigating/VBG	TF: 1
is/VBZ	TF: 8
jack/NNP	TF: 1
job/NN	TF: 1
join/VB	TF: 1
kimberly/NNP	TF: 1
leader/NN	TF: 2
leoncia/NNP	TF: 1
like/VB	TF: 1
looked/VBN	TF: 1
looking/VBG	TF: 1
made/VBN	TF: 2
mawer/NNP	TF: 1
meant/VBN	TF: 1
mess/NN	TF: 1
michael/NNP	TF: 1
minister/NN	TF: 3
minister/NNP	TF: 1
mistake/NN	TF: 1
mp/NNP	TF: 1
mps/NNP	TF: 2
mr/NNP	TF: 10
mrs/NNP	TF: 4
nanny/NN	TF: 1
office/NNP	TF: 1
paid/VBN	TF: 1
parliamentary/NNP	TF: 1
philip/NNP	TF: 1
politicians/NNS	TF: 1
position/NN	TF: 2
prime/NNP	TF: 1
privacy/VB	TF: 1
privileges/NNP	TF: 1
questions/NNP	TF: 1
questions/NNS	TF: 1
quinn/NNP	TF: 5
rail/NN	TF: 1
recommend/VB	TF: 1
record/NN	TF: 1
relation/NN	TF: 1
remembered/VBD	TF: 1
report/VB	TF: 1
retorted/VBD	TF: 1
right/NN	TF: 1
round/NN	TF: 1
said/VBD	TF: 1
saying/VBG	TF: 1
says/VBZ	TF: 2
secretary/NN	TF: 7
secretary/NNP	TF: 1
security/NN	TF: 1
seen/VBN	TF: 1
series/NN	TF: 1
servant/NN	TF: 1
sheffield/NNP	TF: 3
show/NN	TF: 1
sir/NNP	TF: 2
son/NN	TF: 1
spouses/NNS	TF: 1
stability/NN	TF: 1
standards/NNPS	TF: 1
standards/NNS	TF: 1
stay/VB	TF: 1
stop/VB	TF: 1
straw/NNP	TF: 1
street/NNP	TF: 1
stressed/VBN	TF: 2
support/NN	TF: 1
taken/VBN	TF: 1
think/VB	TF: 1
thinks/VBZ	TF: 3
thursday/NNP	TF: 1
tickets/NNS	TF: 3
told/VBN	TF: 1
tony/NNP	TF: 1
took/VBD	TF: 1
tory/NNP	TF: 2
trade/NN	TF: 1
trip/NN	TF: 1
truth/NN	TF: 1
uk/NNP	TF: 1
unity/NN	TF: 1
visit/NN	TF: 2
voters/NNS	TF: 1
was/VBD	TF: 2
watchdog/NN	TF: 3
way/NN	TF: 1
wednesday/NNP	TF: 1
week/NN	TF: 1
went/VBD	TF: 2
westminster/NNP	TF: 1
won/VBD	TF: 1
write/VB	TF: 1
£180/NNP	TF: 1


(politics47)
%/NN	TF: 2
acceptances/NNS	TF: 1
accepting/VBG	TF: 1
admissions/NNS	TF: 1
agreed/VBD	TF: 1
agreed/VBN	TF: 1
amount/VB	TF: 1
announced/VBD	TF: 1
applications/NNS	TF: 4
applying/VBG	TF: 2
are/VBP	TF: 9
attempt/NN	TF: 2
autumn/NN	TF: 1
avoid/VB	TF: 2
backgrounds/NNS	TF: 1
bbc/NNP	TF: 1
be/VB	TF: 5
becomes/VBZ	TF: 1
been/VBN	TF: 3
being/VBG	TF: 3
blurred/VBN	TF: 1
border/NN	TF: 1
britain/NNP	TF: 1
caldwell/NNP	TF: 1
choice/NN	TF: 1
claimed/VBD	TF: 1
coming/VBG	TF: 2
context/NN	TF: 1
course/NN	TF: 1
courses/NNS	TF: 1
cross-border/NN	TF: 1
david/NNP	TF: 1
did/VBD	TF: 1
director/NNP	TF: 1
do/VBP	TF: 2
does/VBZ	TF: 2
education/NN	TF: 1
effect/NN	TF: 1
england/NNP	TF: 5
english/NNP	TF: 1
enhanced/VBN	TF: 1
excluding/VBG	TF: 1
experience/NN	TF: 1
explained/VBD	TF: 1
expressed/VBN	TF: 1
fact/NN	TF: 2
factor/NN	TF: 2
fears/NNS	TF: 1
fee/NN	TF: 1
fees/NNS	TF: 7
figure/NN	TF: 2
figures/NNS	TF: 2
flood/NN	TF: 2
get/VB	TF: 1
go/VB	TF: 2
going/VBG	TF: 1
had/VBD	TF: 2
has/VBZ	TF: 2
have/VB	TF: 2
have/VBP	TF: 1
held/VBN	TF: 1
hit/VBN	TF: 1
increase/NN	TF: 2
increase/VB	TF: 1
introduce/VB	TF: 1
introduced/VBN	TF: 1
is/VBZ	TF: 5
january/NNP	TF: 1
jim/NNP	TF: 1
june/NNP	TF: 1
know/VBP	TF: 1
learning/NNP	TF: 1
legislation/NN	TF: 1
lifelong/NNP	TF: 1
looked/VBN	TF: 1
made/VBN	TF: 1
make/VB	TF: 1
making/VBG	TF: 1
mean/VB	TF: 1
minister/NNP	TF: 1
missing/VBG	TF: 1
morning/NN	TF: 1
mr/NNP	TF: 3
nature/NN	TF: 1
number/NN	TF: 2
numbers/NNS	TF: 1
offer/VBP	TF: 1
opting/VBG	TF: 1
option/NN	TF: 1
part/NN	TF: 1
parts/NNS	TF: 1
pay/VB	TF: 1
people/NNS	TF: 1
perceived/VBN	TF: 1
picture/NN	TF: 1
place/NN	TF: 1
places/NNS	TF: 1
plans/NNS	TF: 1
played/VBN	TF: 1
pressure/NN	TF: 1
prevent/VB	TF: 1
principals/NNS	TF: 1
programme/NN	TF: 1
proposals/NNS	TF: 1
public/NN	TF: 1
quality/NN	TF: 2
radio/NNP	TF: 1
range/NN	TF: 1
reason/NN	TF: 2
recorded/VBN	TF: 1
refugees/NNS	TF: 1
regard/NN	TF: 1
represents/VBZ	TF: 1
result/VB	TF: 1
rise/NN	TF: 1
risen/VBN	TF: 1
rose/VBD	TF: 1
said/VBD	TF: 4
scotland/NNP	TF: 8
scottish/NNP	TF: 1
see/VB	TF: 1
seen/VBN	TF: 2
service/NN	TF: 1
show/VB	TF: 1
situation/NN	TF: 1
sort/NN	TF: 1
south/NN	TF: 1
squeezed/VBN	TF: 1
start/VB	TF: 1
start/VBP	TF: 1
student/NN	TF: 1
students/NNS	TF: 12
studies/NNS	TF: 1
study/VB	TF: 1
studying/VBG	TF: 2
take/VB	TF: 1
take/VBP	TF: 1
thousands/NNS	TF: 1
thursday/NNP	TF: 1
told/VBD	TF: 1
top-up/NN	TF: 2
translated/VBN	TF: 1
try/VB	TF: 1
tuition/NN	TF: 1
ucas/NNP	TF: 1
universities/NNS	TF: 5
university/NN	TF: 3
wales/NNP	TF: 2
wallace/NNP	TF: 4
want/VB	TF: 1
want/VBP	TF: 1
was/VBD	TF: 3
way/NN	TF: 1
were/VBD	TF: 2
world/NN	TF: 1
year/NN	TF: 3
£2,000/NNP	TF: 1
£3,000/VB	TF: 1


(politics48)
'work/NN	TF: 1
abandonment/NN	TF: 1
accept/VBP	TF: 1
action/NN	TF: 1
activity/NN	TF: 2
acts/NNS	TF: 1
added/VBD	TF: 2
addition/NN	TF: 1
affects/VBZ	TF: 1
allow/VB	TF: 2
amend/VB	TF: 1
amendment/NN	TF: 1
anglers/NNS	TF: 3
angling/NN	TF: 1
animal/NN	TF: 7
animal/VB	TF: 1
animals/NNS	TF: 8
approach/NN	TF: 1
are/VBP	TF: 2
areas/NNS	TF: 1
arouses/VBZ	TF: 1
be/VB	TF: 8
bill/NN	TF: 10
bird/NN	TF: 2
blanche/NN	TF: 1
brought/VBN	TF: 1
call/NN	TF: 1
called/VBD	TF: 1
care/NN	TF: 1
cases/NNS	TF: 1
catch/VBP	TF: 1
caused/VBD	TF: 1
chairman/NN	TF: 1
change/NN	TF: 1
circuses/NNS	TF: 1
clauses/NNS	TF: 1
committee/NN	TF: 7
committee/NNP	TF: 1
companion/NN	TF: 1
concerned/VBN	TF: 1
consult/VB	TF: 1
consulted/VBN	TF: 1
consults/NNS	TF: 1
course/NN	TF: 1
court/NN	TF: 1
crack/VB	TF: 1
creates/VBZ	TF: 1
cruelty/NN	TF: 3
demonstrated/VBN	TF: 1
development/NN	TF: 1
does/VBZ	TF: 1
downgraded/VBN	TF: 1
draft/NN	TF: 5
duty/NN	TF: 1
edges/NNS	TF: 1
emotions/NNS	TF: 1
enables/VBZ	TF: 1
encouraged/VBN	TF: 1
engaged/VBN	TF: 1
enshrined/VBN	TF: 1
ensure/VB	TF: 2
environment/NN	TF: 2
evidence/NN	TF: 1
exception/NN	TF: 1
exempt/VB	TF: 1
exempting/VBG	TF: 1
existing/VBG	TF: 1
extended/VBD	TF: 1
face/VB	TF: 1
facing/VBG	TF: 1
fail/VB	TF: 1
fail/VBP	TF: 1
fairs/NNS	TF: 2
fall/VB	TF: 1
farms/NNS	TF: 1
feel/NN	TF: 1
find/VB	TF: 1
fish/NNS	TF: 1
fishermen/NNS	TF: 1
fishing/NN	TF: 3
fishing/VBG	TF: 1
game/NN	TF: 2
given/VBN	TF: 1
go/VB	TF: 1
government/NN	TF: 7
guarantee/NN	TF: 1
guarantee/VB	TF: 1
had/VBD	TF: 2
harm/NN	TF: 1
has/VBZ	TF: 1
hearing/VBG	TF: 1
improve/VB	TF: 2
individuals/NNS	TF: 1
industries/NNS	TF: 1
inflict/VB	TF: 1
intended/VBN	TF: 1
intends/VBZ	TF: 1
intention/NN	TF: 1
interest/NN	TF: 2
intervene/VB	TF: 1
introduced/VBN	TF: 1
is/VBZ	TF: 2
issues/NNS	TF: 1
jack/NNP	TF: 2
keepers/NNS	TF: 1
law/NN	TF: 3
leave/VB	TF: 1
legislation/NN	TF: 1
made/VBD	TF: 1
maintaining/VBG	TF: 1
mental/NN	TF: 1
michael/NNP	TF: 1
modernise/VB	TF: 1
mps/NNP	TF: 4
mr/NNP	TF: 1
mutilation/NN	TF: 1
my/NNP	TF: 1
needed/VBD	TF: 1
needed/VBN	TF: 1
neglect/NN	TF: 2
obligation/NN	TF: 1
occur/VB	TF: 1
offence/NN	TF: 1
offences/NNS	TF: 2
officers/NNS	TF: 1
organisations/NNS	TF: 1
outlawing/VBG	TF: 1
parliament/NNP	TF: 1
persons/NNS	TF: 1
pet/NN	TF: 1
place/NN	TF: 1
plans/NNS	TF: 4
prevent/VB	TF: 1
problem/NN	TF: 1
progress/NN	TF: 1
proposals/NNS	TF: 1
prosecuted/VBN	TF: 2
prosecution/NN	TF: 2
prosecutions/NNS	TF: 1
protect/VB	TF: 3
protections/NNS	TF: 1
pursuing/VBG	TF: 1
raised/VBD	TF: 1
rearing/NN	TF: 1
recommendations/NNS	TF: 1
redraft/VB	TF: 1
regulate/VB	TF: 1
relating/VBG	TF: 1
remit/NN	TF: 1
resolved/VBN	TF: 1
said/VBD	TF: 7
seeks/VBZ	TF: 1
select/NN	TF: 1
setting/VBG	TF: 1
stood/VBD	TF: 1
suffering/NN	TF: 3
suffering/VBG	TF: 1
support/VB	TF: 1
take/VB	TF: 1
taken/VBN	TF: 1
takes/VBZ	TF: 1
therefore/VBP	TF: 1
urged/VBD	TF: 2
wait/VB	TF: 1
warned/VBN	TF: 1
was/VBD	TF: 4
weakened/VBN	TF: 1
welcomes/VBZ	TF: 1
welfare/NN	TF: 5
were/VBD	TF: 5
wording/NN	TF: 1
work/VB	TF: 1


(politics49)
[/VBN	TF: 1
acknowledged/VBD	TF: 1
affairs/NNS	TF: 1
announced/VBD	TF: 1
are/VBP	TF: 3
argued/VBD	TF: 1
asked/VBD	TF: 1
back/VB	TF: 1
bar/NNP	TF: 1
bbc/NNP	TF: 1
be/VB	TF: 9
become/VBP	TF: 1
been/VBN	TF: 3
bill/NN	TF: 2
blunkett/NNP	TF: 3
bomb/NN	TF: 1
broom/NN	TF: 1
cabinet/NN	TF: 2
cabinet/NNP	TF: 1
call/NN	TF: 1
card/NN	TF: 1
card/VBP	TF: 1
cards/NNS	TF: 9
carry/VB	TF: 1
chairman/NN	TF: 1
changed/VBD	TF: 1
charles/NNP	TF: 2
christmas/NNP	TF: 1
clarke/NNP	TF: 5
clean/NN	TF: 1
coming/VBG	TF: 1
committee/NN	TF: 1
commons/NNP	TF: 1
compulsory/NN	TF: 2
council/NNP	TF: 1
create/VB	TF: 1
creating/VBG	TF: 1
crime/NN	TF: 1
david/NNP	TF: 2
davis/NNP	TF: 1
debate/NN	TF: 1
debated/VBN	TF: 1
decide/VB	TF: 1
decided/VBN	TF: 1
decision/NN	TF: 1
deeply/NN	TF: 1
dem/NNP	TF: 1
deny/VB	TF: 1
details/NNS	TF: 1
detained/VBN	TF: 1
do/VBP	TF: 1
documents/NNS	TF: 1
driven/VBN	TF: 1
everybody/NN	TF: 1
extremists/NNS	TF: 1
fail/VBP	TF: 1
failing/VBG	TF: 1
fee/NN	TF: 1
fight/VB	TF: 1
fine/NN	TF: 2
flawed/VBD	TF: 1
forced/VBN	TF: 1
going/VBG	TF: 3
gone/VBN	TF: 1
government/NN	TF: 1
guy/NNP	TF: 1
had/VBD	TF: 5
hands/NNS	TF: 1
happen/VB	TF: 1
has/VBZ	TF: 3
have/VB	TF: 1
have/VBP	TF: 2
help/VB	TF: 1
home/NN	TF: 3
home/NNP	TF: 2
house/NN	TF: 1
howard/NNP	TF: 1
id/NNP	TF: 7
identity/NN	TF: 1
immigration/NN	TF: 1
including/VBG	TF: 1
influenced/VBN	TF: 1
insisted/VBD	TF: 1
introduced/VBN	TF: 1
introducing/VBG	TF: 1
is/VBZ	TF: 2
issue/NN	TF: 1
issued/VBN	TF: 1
kennedy/NNP	TF: 2
leader/NN	TF: 1
legislation/NN	TF: 3
letwin/NNP	TF: 1
lib/NNP	TF: 1
make/VB	TF: 1
mansfield/NNP	TF: 1
margins/NNS	TF: 1
matter/NN	TF: 1
means/NNS	TF: 1
measure/NN	TF: 1
members/NNS	TF: 1
men/NNS	TF: 1
michael/NNP	TF: 1
monday/NNP	TF: 1
moved/VBN	TF: 1
mr/NNP	TF: 6
need/VB	TF: 1
new/NNP	TF: 1
offences/NNS	TF: 1
office/NNP	TF: 1
oliver/NNP	TF: 1
opportunity/NN	TF: 2
opposes/VBZ	TF: 1
overseen/VBN	TF: 1
own/VB	TF: 1
parliament/NNP	TF: 2
party/NN	TF: 1
passport/NN	TF: 1
pause/VB	TF: 1
pay/VB	TF: 1
penalties/NNS	TF: 1
people/NNS	TF: 3
place/NN	TF: 1
plan/NN	TF: 1
plans/NNS	TF: 4
plough/VB	TF: 1
police/NN	TF: 1
possession/NN	TF: 1
predecessors/NNS	TF: 1
press/VB	TF: 1
programme/VBP	TF: 1
qc/NNP	TF: 1
question/VB	TF: 1
radio/NNP	TF: 1
recommendations/NNS	TF: 1
remained/VBD	TF: 1
reported/VBN	TF: 2
reservations/NNS	TF: 1
resignation/NN	TF: 1
respect/NN	TF: 1
risk/NN	TF: 1
said/VBD	TF: 6
say/VB	TF: 1
says/VBZ	TF: 1
scheduled/VBN	TF: 1
scheme/NN	TF: 1
secretary/NN	TF: 2
secretary/NNP	TF: 1
sign/VB	TF: 1
society/NN	TF: 2
split/VBN	TF: 1
stopped/VBN	TF: 1
strategy/NN	TF: 1
suggested/VBD	TF: 1
support/VB	TF: 1
supported/VBD	TF: 1
supported/VBN	TF: 1
sweep/VB	TF: 1
terror/NN	TF: 1
think/VB	TF: 1
thought/NN	TF: 1
tim/NNP	TF: 1
time/NN	TF: 1
today/NN	TF: 1
told/VBD	TF: 1
tories/NNPS	TF: 1
vowed/VBN	TF: 1
warned/VBN	TF: 1
was/VBD	TF: 6
watchdog/NN	TF: 1
week/NN	TF: 1
were/VBD	TF: 1
would/VBP	TF: 1
yeo/NNP	TF: 1
£2,500/VB	TF: 1
£85/NNP	TF: 1


(politics50)
%/NN	TF: 3
abuse/VBP	TF: 1
accelerate/VB	TF: 1
added/VBD	TF: 2
afternoon/NN	TF: 1
agreed/VBD	TF: 1
allowed/VBN	TF: 1
announcement/NN	TF: 1
are/VBP	TF: 4
areas/NNS	TF: 1
arguments/NNS	TF: 1
asked/VBD	TF: 1
asked/VBN	TF: 1
ban/NN	TF: 11
bans/NNS	TF: 1
bars/NNS	TF: 1
be/VB	TF: 18
become/VB	TF: 1
becomes/VBZ	TF: 1
been/VBN	TF: 2
